repository,star_range,star,latest_push,files,total_dependencies,number_of_vulnerabilities,ghsa,cve_strings,cvss,severity,sploitus_number_of_pocs
wesbos/awesome-uses,>1800,4706,2025-09-20T23:01:27Z,package.json,39,1,GHSA-7fh5-64p2-3v2j,CVE-2023-44270,,MODERATE,0
gz-yami/mall4j,>1800,4745,2025-09-22T08:36:46Z,package.json,61,19,"GHSA-4r4m-qw57-chr8,GHSA-64vr-g452-qvp3,GHSA-c24v-8rfc-w8vw,GHSA-x574-m823-4x7w,GHSA-jr5f-v2jv-69x6,GHSA-4hjh-wcwx-xvwj,GHSA-8jhw-289h-jh2g,GHSA-356w-63v5-8wf4,GHSA-wf5p-g6vw-rhxx,GHSA-xwcq-pm8m-c4vf,GHSA-g4jq-h2w9-997c,GHSA-8hc4-vh64-cxmj,GHSA-5m5x-9j46-h678,GHSA-9cwx-2883-4wfx,GHSA-xcj6-pq6g-qj4x,GHSA-vg6x-rcgg-rjx6,GHSA-jqfw-vq24-v9c3,GHSA-859w-5945-r5v3","CVE-2025-46565,CVE-2024-45811,CVE-2024-23331,CVE-2025-58752,CVE-2025-58754,CVE-2025-32395,CVE-2024-57965,CVE-2025-27152,CVE-2023-46233,CVE-2025-57665,CVE-2025-30208,CVE-2025-58751,CVE-2025-31125,CVE-2025-31486,CVE-2025-24010,CVE-2024-45812,CVE-2024-31207,CVE-2024-39338,CVE-2023-45857","9.1,5.3,0.0,5.3","MODERATE,CRITICAL,HIGH,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,LOW,LOW,MODERATE,HIGH,HIGH,HIGH,HIGH,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,LOW,LOW",0
firecrawl/firecrawl-mcp-server,>1800,4578,2025-09-22T23:02:25Z,package.json,6,0,,,,,0
brentvollebregt/auto-py-to-exe,>1800,4572,2025-09-22T03:28:42Z,package.json,0,0,,,,,0
baidu/san,>1800,4741,2025-09-14T06:28:36Z,package.json,68,22,"GHSA-jpcq-cgw6-v4j6,GHSA-w457-6q6x-cgp9,GHSA-62gr-4qp9-h98f,GHSA-q42p-pg8m-cqh6,GHSA-2rq5-699j-x7p6,GHSA-4vvj-4cpr-p986,GHSA-9jgg-88mc-972h,GHSA-f2jv-r9rf-7988,GHSA-wc69-rhjr-hc9g,GHSA-4v9v-hfq4-rm2v,GHSA-8hfj-j24r-96c4,GHSA-f52g-6jhx-586p,GHSA-2cf5-4w76-r9qv,GHSA-g9r4-xpmj-mj65,GHSA-hc6q-2mpp-qw7j,GHSA-q2c6-c6pm-g3gh,GHSA-446m-mv8f-q348,GHSA-ghr5-ch3p-vcr6,GHSA-gxr4-xjj5-5px2,GHSA-6c3j-c64m-qhgq,GHSA-765h-qjxv-5f44,GHSA-3cqr-58rm-57f8","CVE-2019-20922,CVE-2023-25345,CVE-2022-31129,CVE-2023-28154,CVE-2025-30360,BIT-drupal-2020-11023,CVE-2022-24785,CVE-2024-43788,BIT-drupal-2020-11022,CVE-2025-30359,CVE-2019-20920,CVE-2020-11023,CVE-2019-11358,CVE-2021-23369,CVE-2019-19919,CVE-2017-18214,CVE-2021-23383,CVE-2020-11022,CVE-2024-33883","7.5,5.6,6.4,7.5,6.9","HIGH,HIGH,HIGH,CRITICAL,HIGH,MODERATE,HIGH,HIGH,HIGH,HIGH,CRITICAL,CRITICAL,CRITICAL,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,HIGH,HIGH,MODERATE,MODERATE,MODERATE",1
facebook/memlab,>1800,4590,2025-09-15T12:00:42Z,package.json,70,5,"GHSA-4vvj-4cpr-p986,GHSA-vh95-rmgr-6w4m,GHSA-xvch-5gv4-984h,GHSA-67hx-6x53-jw92,GHSA-hc6q-2mpp-qw7j","CVE-2020-7598,CVE-2023-45133,CVE-2024-43788,CVE-2021-44906,CVE-2023-28154","6.4,9.8","CRITICAL,MODERATE,CRITICAL,MODERATE,CRITICAL",0
testing-library/jest-dom,>1800,4556,2025-09-22T23:55:13Z,package.json,20,1,GHSA-gcx4-mw62-g8wm,CVE-2024-47068,6.1,HIGH,0
json-schema-org/json-schema-spec,>1800,4520,2025-09-22T23:36:12Z,package.json,20,0,,,,,0
apple/password-manager-resources,>1800,4484,2025-09-22T10:59:23Z,package.json,0,0,,,,,0
vuejs/eslint-plugin-vue,>1800,4570,2025-09-22T07:58:53Z,package.json,49,1,GHSA-67mh-4wv8-2f99,,,MODERATE,0
danburzo/percollate,>1800,4489,2025-09-22T17:29:09Z,package.json,27,0,,,,,0
react-syntax-highlighter/react-syntax-highlighter,>1800,4501,2025-09-22T09:43:04Z,package.json,42,7,"GHSA-5q88-cjfq-g2mh,GHSA-4v9v-hfq4-rm2v,GHSA-9jgg-88mc-972h,GHSA-xp63-6vf5-xf3v,GHSA-968p-4wvh-cqc8,GHSA-p8p7-x288-28g6,GHSA-mh2h-6j8q-x246","CVE-2020-7597,CVE-2023-28155,CVE-2020-15123,CVE-2020-7596,CVE-2025-30359,CVE-2025-27789,CVE-2025-30360","9.3,6.1","HIGH,HIGH,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE",0
electerious/Ackee,>1800,4487,2025-09-22T17:11:39Z,package.json,50,9,"GHSA-r683-j2x4-v87g,GHSA-m7xq-9374-9rvx,GHSA-h8hf-x3f4-xwgp,GHSA-j5g3-5c8r-7qfx,GHSA-vg7j-7cwx-8wgw,GHSA-9pv7-vfvm-6vr7,GHSA-f825-f98c-gj3g,GHSA-9m93-w8w6-76hh","CVE-2024-53900,CVE-2022-0235,CVE-2022-2564,CVE-2023-3696,CVE-2022-24304,BIT-mongoose-2022-2564,CVE-2023-26144,CVE-2025-23061,BIT-mongoose-2023-3696","8.8,10.0,5.3","HIGH,HIGH,CRITICAL,CRITICAL,HIGH,CRITICAL,LOW,MODERATE",6
amperser/proselint,>1800,4459,2025-09-20T01:33:16Z,package.json,1,2,"GHSA-8r4g-cg4m-x23c,GHSA-5g97-whc9-8g7j",CVE-2023-26111,,"HIGH,MODERATE",0
MuiseDestiny/zotero-style,>1800,4459,2025-09-21T14:01:28Z,package.json,25,2,"GHSA-67mh-4wv8-2f99,GHSA-wgrm-67xf-hhpq",CVE-2024-4367,,"HIGH,MODERATE",14
oliviertassinari/react-swipeable-views,>1800,4474,2025-09-20T12:15:31Z,package.json,86,7,"GHSA-mvjj-gqq2-p4hw,GHSA-hwj9-h5mp-3pm3,GHSA-7fh5-64p2-3v2j,GHSA-pgr8-jg6h-8gw6,GHSA-wxhq-pm8v-cw75,GHSA-968p-4wvh-cqc8,GHSA-566m-qj78-rww5","CVE-2023-44270,CVE-2021-23382,CVE-2025-27789,CVE-2021-23368,CVE-2018-6341","5.3,6.1","MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,LOW,MODERATE",3
apostrophecms/apostrophe,>1800,4484,2025-09-21T07:01:22Z,package.json,107,13,"GHSA-72xf-g2v4-qvf3,GHSA-x77j-w7wf-fjmw,GHSA-f8q6-p94x-37v3,GHSA-qw6h-vgh9-j6wx,GHSA-9wv6-86v2-598j,GHSA-9h6g-pr28-7cqp,GHSA-hc6q-2mpp-qw7j,GHSA-hrpp-h998-j3pp,GHSA-4vvj-4cpr-p986,GHSA-r683-j2x4-v87g,GHSA-rv95-896h-c2vc,GHSA-v2p6-4mp7-3r9v,GHSA-qwcr-r2fm-qrc7","CVE-2024-43796,CVE-2024-29041,CVE-2022-3517,CVE-2022-0235,CVE-2023-28154,CVE-2023-2142,CVE-2023-26136,CVE-2024-43788,CVE-2022-24999,CVE-2025-58460,CVE-2024-45296,CVE-2024-45590","6.4,5.0,8.8,7.5,4.2,7.5,6.1,7.5,6.5","CRITICAL,MODERATE,MODERATE,MODERATE,LOW,HIGH,HIGH,HIGH,MODERATE,MODERATE,HIGH,HIGH,MODERATE",3
mozilla/rhino,>1800,4451,2025-09-20T22:15:07Z,package.json,0,0,,,,,0
lyricat/wechat-format,>1800,4426,2025-09-22T20:03:50Z,package.json,0,0,,,,,0
l0o0/translators_CN,>1800,4392,2025-09-22T11:13:26Z,package.json,10,0,,,,,0
thlorenz/doctoc,>1800,4368,2025-09-21T07:43:52Z,package.json,7,0,,,,,0
dotenvx/dotenvx,>1800,4401,2025-09-22T16:44:36Z,package.json,17,0,,,,,0
dankogai/js-base64,>1800,4338,2025-09-23T01:06:08Z,package.json,3,0,,,,,0
tc39/proposal-type-annotations,>1800,4352,2025-09-22T00:33:12Z,package.json,13,2,"GHSA-3h5v-q93c-6h6q,GHSA-67mh-4wv8-2f99",CVE-2024-37890,,"MODERATE,HIGH",0
sohzm/cheating-daddy,>1800,4348,2025-09-22T20:50:13Z,package.json,15,2,GHSA-vmqv-hx8q-j7mg,"CVE-2022-29257,CVE-2025-55305",6.6,MODERATE,0
qianjiachun/douyuEx,>1800,4336,2025-09-23T01:30:52Z,package.json,1,0,,,,,0
style-dictionary/style-dictionary,>1800,4354,2025-09-22T21:04:56Z,package.json,92,4,"GHSA-7rqq-prvp-x9jh,GHSA-54xq-cgqr-rpm3,GHSA-rrc9-gqf8-8rwg,GHSA-8gwm-58g9-j8pw","CVE-2025-54881,CVE-2020-28472,CVE-2025-54880,CVE-2024-47068",6.1,"HIGH,HIGH,MODERATE,MODERATE",0
JannisX11/blockbench,>1800,4301,2025-09-22T09:34:52Z,package.json,12,3,"GHSA-4vvj-4cpr-p986,GHSA-vmqv-hx8q-j7mg,GHSA-hc6q-2mpp-qw7j","CVE-2024-43788,CVE-2023-28154,CVE-2025-55305",6.4,"CRITICAL,MODERATE,MODERATE",0
webpack-contrib/css-loader,>1800,4329,2025-09-22T08:15:01Z,package.json,44,1,GHSA-4vvj-4cpr-p986,CVE-2024-43788,6.4,MODERATE,0
pa11y/pa11y,>1800,4289,2025-09-23T00:59:34Z,package.json,18,1,GHSA-gmwp-3pwc-3j3g,CVE-2022-37614,9.8,CRITICAL,0
gradio-app/fastrtc,>1800,4297,2025-09-22T14:47:42Z,package.json,35,6,"GHSA-4342-x723-ch2f,GHSA-g5qg-72qw-gw5v,GHSA-3h52-269p-cp9r,GHSA-f82v-jwr5-mffw,GHSA-xv57-4mr9-wg8v","CVE-2025-23042,CVE-2025-55173,CVE-2025-48068,CVE-2025-29927,CVE-2025-57752,CVE-2025-57822","7.5,7.5,7.5,7.5,7.5","LOW,CRITICAL,MODERATE,MODERATE,MODERATE",51
tighten/ziggy,>1800,4213,2025-09-22T09:24:16Z,package.json,6,0,,,,,0
clusterzx/paperless-ai,>1800,4239,2025-09-22T22:45:52Z,package.json,27,1,GHSA-4hjh-wcwx-xvwj,CVE-2025-58754,,HIGH,0
mdaines/viz-js,>1800,4229,2025-09-22T19:32:54Z,package.json,38,0,,,,,0
CanadaHonk/porffor,>1800,4205,2025-09-22T18:18:14Z,package.json,2,0,,,,,0
nodejs/Release,>1800,4193,2025-09-22T14:51:18Z,package.json,0,0,,,,,0
vasanthv/ahey,>1800,4195,2025-09-20T17:26:30Z,package.json,9,1,GHSA-qw6h-vgh9-j6wx,CVE-2024-43796,5.0,LOW,0
harlan-zw/unlighthouse,>1800,4255,2025-09-23T01:17:40Z,package.json,89,0,,,,,0
adaltas/node-csv,>1800,4211,2025-09-17T22:27:45Z,package.json,48,0,,,,,0
vanjs-org/van,>1800,4190,2025-09-22T10:06:18Z,package.json,24,9,"GHSA-4r4m-qw57-chr8,GHSA-g4jq-h2w9-997c,GHSA-xcj6-pq6g-qj4x,GHSA-x574-m823-4x7w,GHSA-4j66-8f4r-3pjx,GHSA-356w-63v5-8wf4,GHSA-jqfw-vq24-v9c3,GHSA-859w-5945-r5v3,GHSA-v9mx-4pqq-h232","CVE-2025-32395,CVE-2025-58752,CVE-2024-21548,CVE-2025-46565,CVE-2025-30208,CVE-2025-58751,CVE-2025-31125,CVE-2025-8022,CVE-2025-31486",5.3,"MODERATE,HIGH,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,LOW,LOW",26
tiagozip/cap,>1800,4184,2025-09-23T00:39:46Z,package.json,31,1,GHSA-92vj-g62v-jqhh,CVE-2025-59139,5.3,MODERATE,0
codeceptjs/CodeceptJS,>1800,4187,2025-09-22T09:24:27Z,package.json,97,1,,CVE-2022-37620,7.5,,0
brianpetro/obsidian-smart-connections,>1800,4136,2025-09-22T19:06:46Z,package.json,27,4,"GHSA-jr5f-v2jv-69x6,GHSA-8hc4-vh64-cxmj,GHSA-4hjh-wcwx-xvwj","CVE-2025-58754,CVE-2024-39338,CVE-2025-27152,CVE-2024-57965",0.0,"HIGH,HIGH,HIGH",0
home-sweet-gnome/dash-to-panel,>1800,4130,2025-09-20T17:12:09Z,package.json,5,0,,,,,0
igrigorik/videospeed,>1800,4125,2025-09-21T19:37:14Z,package.json,8,0,,,,,0
paulmillr/encrypted-dns,>1800,4083,2025-09-22T14:42:04Z,package.json,0,0,,,,,0
micheleg/dash-to-dock,>1800,4075,2025-09-23T01:21:04Z,package.json,0,0,,,,,0
mruniquehacker/Knightbot-MD,>1800,4080,2025-09-23T02:45:55Z,package.json,50,6,"GHSA-pxg6-pf52-xh8x,GHSA-p8p7-x288-28g6,GHSA-fjxv-7rqg-78g4,GHSA-4hjh-wcwx-xvwj","CVE-2023-28155,CVE-2025-7783,CVE-2017-18589,CVE-2015-9236,CVE-2024-47764,CVE-2025-58754","7.5,5.3","LOW,CRITICAL,HIGH,MODERATE",1
siteboon/claudecodeui,>1800,4078,2025-09-23T02:39:11Z,package.json,48,7,"GHSA-3h5v-q93c-6h6q,GHSA-g4jq-h2w9-997c,GHSA-fjgf-rc76-4x9p,GHSA-qw6h-vgh9-j6wx,GHSA-jqfw-vq24-v9c3,GHSA-3xgq-45jj-v275,GHSA-rv95-896h-c2vc","CVE-2024-21538,CVE-2024-29041,CVE-2024-43796,CVE-2025-58751,CVE-2025-58752,CVE-2024-37890,CVE-2025-7338","5.3,5.0","HIGH,LOW,LOW,HIGH,MODERATE,LOW,HIGH",0
mindcraft-bots/mindcraft,>1800,4004,2025-09-23T02:46:05Z,package.json,34,3,"GHSA-h9w6-f932-gq62,GHSA-rv95-896h-c2vc,GHSA-qw6h-vgh9-j6wx","CVE-2025-32792,CVE-2024-43796,CVE-2024-29041",5.0,"HIGH,MODERATE,LOW",0
code-charity/youtube,>1800,3979,2025-09-23T02:09:18Z,package.json,9,1,,CVE-2020-1481,8.8,,0
nuxt/vue-meta,>1800,4096,2025-09-13T06:27:10Z,package.json,77,13,"GHSA-4v9v-hfq4-rm2v,GHSA-p6mc-m468-83gw,GHSA-29mw-wpgm-hmr9,GHSA-qw6h-vgh9-j6wx,GHSA-gcx4-mw62-g8wm,GHSA-7xcx-6wjh-7xp2,GHSA-9jgg-88mc-972h,GHSA-xp63-6vf5-xf3v,GHSA-hm92-vgmw-qfmx,GHSA-35jh-r3h4-6jhm,GHSA-5j4c-8p2g-v4jx,GHSA-g3ch-rx76-35fx,GHSA-rv95-896h-c2vc","CVE-2024-9506,CVE-2024-29041,CVE-2024-43796,CVE-2020-15123,CVE-2024-47068,CVE-2023-26156,CVE-2025-30360,CVE-2020-28500,CVE-2020-8203,CVE-2024-6783,CVE-2025-30359,CVE-2021-23337","9.3,6.1,5.0,7.2","MODERATE,MODERATE,LOW,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,LOW,MODERATE,HIGH,MODERATE,HIGH",0
adlered/CSDNGreener,>1800,3969,2025-09-22T10:42:08Z,package.json,0,0,,,,,0
RetireJS/retire.js,>1800,3972,2025-09-22T16:11:39Z,package.json,22,0,,,,,0
mediacms-io/mediacms,>1800,4180,2025-09-22T22:40:29Z,package.json,144,20,"GHSA-3xgq-45jj-v275,GHSA-gcx4-mw62-g8wm,GHSA-phwq-j96m-2c2q,GHSA-4vvj-4cpr-p986,GHSA-9jgg-88mc-972h,GHSA-jr5f-v2jv-69x6,GHSA-7fh5-64p2-3v2j,GHSA-4hjh-wcwx-xvwj,GHSA-wf5p-g6vw-rhxx,GHSA-wgrm-67xf-hhpq,GHSA-4v9v-hfq4-rm2v,GHSA-g4jq-h2w9-997c,GHSA-hc6q-2mpp-qw7j,GHSA-ghr5-ch3p-vcr6,GHSA-j383-35pm-c5h4,GHSA-jqfw-vq24-v9c3,GHSA-rm36-94g8-835r,GHSA-859w-5945-r5v3,GHSA-cph5-m8f7-6c5x","CVE-2023-44270,CVE-2023-28154,CVE-2025-30360,CVE-2025-46565,CVE-2024-21538,CVE-2024-43788,CVE-2025-58752,CVE-2025-58754,CVE-2025-30359,CVE-2022-29078,CVE-2024-47068,CVE-2024-57965,CVE-2025-27152,CVE-2024-33883,CVE-2022-0436,CVE-2025-58751,CVE-2023-45857,CVE-2021-3749,CVE-2024-4367,CVE-2022-1537","5.3,0.0,6.1,7.8,9.8,6.1,6.4,6.1,5.3","MODERATE,LOW,LOW,HIGH,MODERATE,HIGH,HIGH,HIGH,MODERATE,HIGH,HIGH,MODERATE,MODERATE,CRITICAL,MODERATE,HIGH,CRITICAL,MODERATE,HIGH,MODERATE,HIGH",0
rstudio/bookdown,>1800,3962,2025-09-22T17:31:12Z,package.json,0,0,,,,,0
u14app/deep-research,>1800,4058,2025-09-22T18:42:11Z,package.json,88,6,"GHSA-r2fc-ccr8-96c4,GHSA-4342-x723-ch2f,GHSA-8gwm-58g9-j8pw,GHSA-g5qg-72qw-gw5v,GHSA-7rqq-prvp-x9jh,GHSA-xv57-4mr9-wg8v","CVE-2025-54881,CVE-2025-55173,CVE-2025-57752,CVE-2025-49005,CVE-2025-54880,CVE-2025-57822",,"MODERATE,MODERATE,LOW,MODERATE,MODERATE,MODERATE",0
matthewhudson/current-device,>1800,3949,2025-09-19T09:33:09Z,package.json,4,0,,,,,0
lirantal/dockly,>1800,3969,2025-09-15T10:53:26Z,package.json,27,4,"GHSA-r8f7-9pfq-mjmv,GHSA-c6f8-8r25-c4gc,GHSA-9v62-24cr-58cx,GHSA-8mmm-9v2q-x3f9","CVE-2023-34238,CVE-2020-24025,CVE-2022-37611",5.3,"MODERATE,MODERATE,MODERATE,CRITICAL",0
bee-queue/bee-queue,>1800,3969,2025-09-22T00:44:25Z,package.json,25,2,GHSA-c2qf-rxjj-qqgw,"CVE-2020-26226,CVE-2022-25883","8.1,8.1,8.1,8.1,8.1,5.3,8.1",HIGH,0
OhMyGuus/I-Still-Dont-Care-About-Cookies,>1800,3939,2025-09-22T11:51:48Z,package.json,7,0,,,,,0
miroslavpejic85/mirotalk,>1800,3917,2025-09-22T17:31:54Z,package.json,33,0,,,,,0
yeoman/yo,>1800,3919,2025-09-20T14:17:30Z,package.json,39,5,"GHSA-p6mc-m468-83gw,GHSA-29mw-wpgm-hmr9,GHSA-35jh-r3h4-6jhm,GHSA-3xgq-45jj-v275,GHSA-gmwp-3pwc-3j3g","CVE-2024-21538,CVE-2022-37614,CVE-2021-23337,CVE-2020-28500,CVE-2020-8203",7.2,"CRITICAL,HIGH,MODERATE,HIGH,HIGH",0
pbakaus/scroller,>1800,3892,2025-09-10T17:39:26Z,package.json,10,2,"GHSA-jqfw-vq24-v9c3,GHSA-g4jq-h2w9-997c","CVE-2025-58752,CVE-2025-58751",5.3,"LOW,LOW",0
webpack-contrib/sass-loader,>1800,3905,2025-09-22T08:14:11Z,package.json,49,0,,,,,0
6dylan6/jdpro,>1800,3875,2025-09-22T15:10:57Z,package.json,11,6,"GHSA-3h5v-q93c-6h6q,GHSA-pfrx-2q88-qq97,GHSA-xwcq-pm8m-c4vf,GHSA-72xf-g2v4-qvf3,GHSA-6fc8-4gx4-v693,GHSA-p8p7-x288-28g6","CVE-2023-26136,CVE-2021-32640,CVE-2023-28155,CVE-2022-33987,CVE-2024-37890,CVE-2023-46233","5.3,9.1,6.5","MODERATE,MODERATE,HIGH,CRITICAL,MODERATE,MODERATE",2
webpro/reveal-md,>1800,3872,2025-09-21T04:56:56Z,package.json,26,2,"GHSA-7rqq-prvp-x9jh,GHSA-8gwm-58g9-j8pw","CVE-2025-54880,CVE-2025-54881",,"MODERATE,MODERATE",0
woniudiancang/bee,>1800,3872,2025-09-21T16:55:04Z,package.json,3,0,,,,,0
app2smile/rules,>1800,3813,2025-09-22T19:31:03Z,package.json,0,0,,,,,0
KartikTalwar/gmail.js,>1800,3810,2025-09-22T09:54:48Z,package.json,6,0,,,,,0
webpack/tapable,>1800,3828,2025-09-19T07:21:27Z,package.json,18,0,,,,,0
konstaui/konsta,>1800,3850,2025-09-20T02:14:48Z,package.json,34,2,"GHSA-jqfw-vq24-v9c3,GHSA-g4jq-h2w9-997c","CVE-2025-58752,CVE-2025-58751",5.3,"LOW,LOW",0
middyjs/middy,>1800,3863,2025-09-19T05:10:23Z,package.json,63,1,GHSA-67mh-4wv8-2f99,CVE-2022-41919,4.2,MODERATE,0
joeferner/redis-commander,>1800,3849,2025-09-19T09:07:36Z,package.json,28,0,,,,,0
tw-in-js/twind,>1800,3891,2025-09-21T04:09:32Z,package.json,158,35,"GHSA-gv7g-x59x-wf8f,GHSA-4r4m-qw57-chr8,GHSA-mh2x-fcqh-fmqv,GHSA-c24v-8rfc-w8vw,GHSA-x574-m823-4x7w,GHSA-g5qg-72qw-gw5v,GHSA-f82v-jwr5-mffw,GHSA-67mh-4wv8-2f99,GHSA-m95q-7qp3-xv42,GHSA-7m27-7ghc-44w9,GHSA-qpjv-v59x-3qc4,GHSA-9cwx-2883-4wfx,GHSA-c59h-r6p8-q9wc,GHSA-xcj6-pq6g-qj4x,GHSA-c6f8-8r25-c4gc,GHSA-g77x-44xx-532m,GHSA-5p75-vc5g-8rv2,GHSA-jqfw-vq24-v9c3,GHSA-64vr-g452-qvp3,GHSA-353f-5xf4-qw67,GHSA-4342-x723-ch2f,GHSA-8c93-4hch-xgxp,GHSA-8jhw-289h-jh2g,GHSA-xv57-4mr9-wg8v,GHSA-356w-63v5-8wf4,GHSA-g4jq-h2w9-997c,GHSA-7gfc-8cq8-jh5f,GHSA-f8mp-x433-5wpf,GHSA-96g7-g7g9-jxw8,GHSA-vg6x-rcgg-rjx6,GHSA-rjjv-87mx-6x3h,GHSA-3h52-269p-cp9r,GHSA-859w-5945-r5v3,GHSA-8266-84wp-wv5c","CVE-2025-55173,CVE-2023-4316,CVE-2025-24010,CVE-2025-57822,CVE-2024-56332,CVE-2025-46565,CVE-2025-48068,CVE-2024-45812,CVE-2024-45811,CVE-2024-23331,CVE-2023-46298,CVE-2024-53262,CVE-2023-29008,CVE-2025-58752,CVE-2024-31207,CVE-2023-3348,CVE-2023-34092,CVE-2025-32395,CVE-2024-1899,CVE-2024-45047,CVE-2023-34238,CVE-2024-47068,CVE-2024-47831,CVE-2025-32421,CVE-2023-29003,CVE-2024-51479,CVE-2025-29927,CVE-2025-30208,CVE-2025-57752,CVE-2025-58751,CVE-2025-31125,CVE-2024-51757,CVE-2023-7080,CVE-2024-53261,CVE-2025-31486","6.1,5.3,5.3,8.5","MODERATE,CRITICAL,CRITICAL,LOW,MODERATE,HIGH,LOW,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,HIGH,LOW,LOW,HIGH,HIGH,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,LOW,LOW,MODERATE,MODERATE,CRITICAL,MODERATE,LOW,MODERATE,CRITICAL,MODERATE,HIGH,LOW,LOW,MODERATE,MODERATE,MODERATE",0
hoothin/UserScripts,>1800,3796,2025-09-23T01:03:42Z,package.json,0,0,,,,,0
amqp-node/amqplib,>1800,3787,2025-09-18T01:00:28Z,package.json,11,0,,,,,0
parse-community/parse-dashboard,>1800,3784,2025-09-19T12:20:33Z,package.json,84,4,"GHSA-p8p7-x288-28g6,GHSA-v923-w3x8-wh69","CVE-2022-25896,CVE-2023-28155,CVE-2020-26226,CVE-2020-1481","4.8,8.1,8.1,8.8,8.1,8.1,8.1","MODERATE,MODERATE",2
didi/mpx,>1800,3799,2025-09-21T05:56:23Z,package.json,267,43,"GHSA-mh8j-9jvh-gjf6,GHSA-9wv6-86v2-598j,GHSA-gcx4-mw62-g8wm,GHSA-phwq-j96m-2c2q,GHSA-9jgg-88mc-972h,GHSA-jr5f-v2jv-69x6,GHSA-35jh-r3h4-6jhm,GHSA-7fh5-64p2-3v2j,GHSA-4hjh-wcwx-xvwj,GHSA-g3ch-rx76-35fx,GHSA-4v9v-hfq4-rm2v,GHSA-3h5v-q93c-6h6q,GHSA-fwr7-v2mv-hh25,GHSA-8hc4-vh64-cxmj,GHSA-4wf5-vphf-c2xc,GHSA-hwj9-h5mp-3pm3,GHSA-ghr5-ch3p-vcr6,GHSA-67hx-6x53-jw92,GHSA-7xfp-9c55-5vqj,GHSA-hhq3-ff78-jv3g,GHSA-29mw-wpgm-hmr9,GHSA-qw6h-vgh9-j6wx,GHSA-c2qf-rxjj-qqgw,GHSA-4vvj-4cpr-p986,GHSA-968p-4wvh-cqc8,GHSA-566m-qj78-rww5,GHSA-5j4c-8p2g-v4jx,GHSA-p8p7-x288-28g6,GHSA-p6mc-m468-83gw,GHSA-x77j-w7wf-fjmw,GHSA-f8q6-p94x-37v3,GHSA-76p3-8jx3-jpfq,GHSA-pfq8-rq6v-vf5m,GHSA-hc6q-2mpp-qw7j,GHSA-9c47-m6qq-7p4h,GHSA-3rfm-jhwj-7488,GHSA-hxm2-r34f-qmc5,GHSA-6fc8-4gx4-v693,GHSA-rv95-896h-c2vc","CVE-2021-32640,CVE-2024-43796,CVE-2016-10540,CVE-2022-37599,CVE-2023-2142,CVE-2022-37603,CVE-2022-37620,CVE-2019-10744,CVE-2025-58754,CVE-2021-23337,CVE-2025-30359,CVE-2018-16487,CVE-2018-3721,CVE-2021-23382,CVE-2022-25858,CVE-2024-47068,CVE-2020-28500,CVE-2025-27152,CVE-2023-45133,CVE-2022-37601,CVE-2024-6783,CVE-2024-9506,CVE-2023-44270,CVE-2022-3517,CVE-2024-29041,CVE-2023-26158,CVE-2023-28154,CVE-2021-23368,CVE-2025-30360,CVE-2023-28155,CVE-2024-43788,CVE-2021-43138,CVE-2025-27789,CVE-2024-39338,CVE-2022-29078,CVE-2024-37890,CVE-2022-25883,CVE-2020-8203,CVE-2017-16026,CVE-2022-46175,CVE-2019-1010266,CVE-2024-45296,CVE-2024-33883","6.4,7.2,5.3,7.5,5.3,7.1,7.5,9.8,6.1,7.5,7.5,5.3,5.3,6.1,5.0,7.5,7.2,7.1,7.8,6.4,7.8,6.4,6.1","CRITICAL,MODERATE,CRITICAL,MODERATE,HIGH,MODERATE,HIGH,MODERATE,HIGH,HIGH,HIGH,LOW,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,HIGH,MODERATE,HIGH,HIGH,CRITICAL,MODERATE,MODERATE,MODERATE,LOW,CRITICAL,HIGH,HIGH,HIGH,HIGH,CRITICAL,HIGH,HIGH,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,HIGH,MODERATE,MODERATE,LOW,HIGH,HIGH,MODERATE,HIGH,HIGH,HIGH,CRITICAL,MODERATE,MODERATE,HIGH,CRITICAL,MODERATE,HIGH",0
eliahuhorwitz/Academic-project-page-template,>1800,3756,2025-09-23T00:35:55Z,package.json,0,0,,,,,0
github/relative-time-element,>1800,3751,2025-09-20T20:04:53Z,package.json,12,0,,,,,0
KilledByAPixel/LittleJS,>1800,3743,2025-09-22T18:52:48Z,package.json,5,0,,,,,0
flow-typed/flow-typed,>1800,3762,2025-09-16T01:55:51Z,package.json,49,2,"GHSA-9p95-fxvg-qgq2,GHSA-9w5j-4mwv-2wj8","CVE-2022-25860,CVE-2022-25912",8.1,"HIGH,CRITICAL",0
apache/cordova-android,>1800,3740,2025-09-12T22:06:56Z,package.json,20,1,,CVE-2017-3160,7.4,,3
